text;text_g;text_s;y_max;page;file
un/une scientifique;ein Wissenschaftler/ eine Wissenschaftlerin;Anne a fait des études de physique. C'est ~.;1175;27;C:\coding\voki\data\SerieVertes4.pdf
la science;die Wissenschaft;La chimie est une ~.;1220;27;C:\coding\voki\data\SerieVertes4.pdf
la technique;die Technik;Un ingénieur est spécialisé dans une -.;126;28;C:\coding\voki\data\SerieVertes4.pdf
les sciences et les techniques Le XXe siècle est le siècle des ~.;Naturwissenschaft und;;149;28;C:\coding\voki\data\SerieVertes4.pdf
la haute couture;die Haute Couture (die;Paris est la ville de la mode et de ~,;196;28;C:\coding\voki\data\SerieVertes4.pdf
une industrie;ein Wirtschaftszweig/;La mode est importante pour l'~ du vêtement.;286;28;C:\coding\voki\data\SerieVertes4.pdf
Coco Chanel;frz. Modeschöpferin,;;354;28;C:\coding\voki\data\SerieVertes4.pdf
le progrès;der Fortschritt;J'ai eu 12 en maths. - Tu as fait des ~!;402;28;C:\coding\voki\data\SerieVertes4.pdf
rester sur le bord du chemin;am Wegrand zurück-;-+ le bord;424;28;C:\coding\voki\data\SerieVertes4.pdf
le malheur;das Unglück;# le bonheur;470;28;C:\coding\voki\data\SerieVertes4.pdf
une frontière;eine Grenze;La douane se trouve à la ~.;492;28;C:\coding\voki\data\SerieVertes4.pdf
Médecins sans frontières;frz. medizinische Hilfs-;;514;28;C:\coding\voki\data\SerieVertes4.pdf
Emmaus;Hilfsorganisation, die;;607;28;C:\coding\voki\data\SerieVertes4.pdf
l'Abbé Pierre;frz. Geistlicher, geb.;;697;28;C:\coding\voki\data\SerieVertes4.pdf
l'aide humanitaire;die humanitäre Hilfe;~ s'occupe, par exemple, du transport de médicaments dans les pays en guerre.;765;28;C:\coding\voki\data\SerieVertes4.pdf
Coco Chanel;frz. Modeschöpferin,;;900;28;C:\coding\voki\data\SerieVertes4.pdf
la haute couture;die Haute Couture (die;Les mannequins présentent les derniers modèles de ~.;947;28;C:\coding\voki\data\SerieVertes4.pdf
Gabrielle;weibl. Vorname;;1037;28;C:\coding\voki\data\SerieVertes4.pdf
Moulins;Stadt ca. 100 km nörd-;;1059;28;C:\coding\voki\data\SerieVertes4.pdf
applaudir qn;jdm. applaudieren;Le public ~1 l'équipe qui gagne.;1130;28;C:\coding\voki\data\SerieVertes4.pdf
religieux/religieuse;religiös, kirchlich;- la religion;1152;28;C:\coding\voki\data\SerieVertes4.pdf
une période;ein Zeitabschnitt/eine;Les vacances sont la ~ la plus agréable de l'année.;1175;28;C:\coding\voki\data\SerieVertes4.pdf
l'enfance (f.);die Kindheit;~ est la première période de la vie.;1220;28;C:\coding\voki\data\SerieVertes4.pdf
Adrienne;weibl. Vorname;;127;29;C:\coding\voki\data\SerieVertes4.pdf
coudre;nähen;Ta jupe est jolie. - Je l'ai ~1 moi-même.;149;29;C:\coding\voki\data\SerieVertes4.pdf
Etienne;männl. Vorname;;172;29;C:\coding\voki\data\SerieVertes4.pdf
Balsan;Familienname;;196;29;C:\coding\voki\data\SerieVertes4.pdf
emmener qn;jdn. mitnehmen;Je prends la voiture. - Tu m'-2 à l'école?;219;29;C:\coding\voki\data\SerieVertes4.pdf
Compiègne;Stadt nordöstlich von Paris;;242;29;C:\coding\voki\data\SerieVertes4.pdf
une cravate;eine Krawatte;[F] =----- + + + [D] = Krawatte;287;29;C:\coding\voki\data\SerieVertes4.pdf
s'ennuyer;sich langweilen;- ennuyeux/ennuyeuse;309;29;C:\coding\voki\data\SerieVertes4.pdf
un chapeau/des chapeaux;ein Hut/Hüte;Mets ton - pour te protéger du soleil.;334;29;C:\coding\voki\data\SerieVertes4.pdf
persuader qn;jdn. überzeugen;Tu as raison. Tes arguments m'ont ~.;357;29;C:\coding\voki\data\SerieVertes4.pdf
laisser qn faire qe;jdn. etw. tun lassen/ jdm. gestatten etw. zu tun;Elle veut faire ce travail seule. Alors, ~ 3.;380;29;C:\coding\voki\data\SerieVertes4.pdf
la rue Cambon;Straße in Paris (im 1. Bezirk);;504;29;C:\coding\voki\data\SerieVertes4.pdf
l'indépendance (f.);die Unabhängigkeit;;598;29;C:\coding\voki\data\SerieVertes4.pdf
Deauville;mondaner Badeort an der Küste der Normandie;;641;29;C:\coding\voki\data\SerieVertes4.pdf
serré/serrée;;Je ne peux pas mettre ce jean. Il est trop -. eng;709;29;C:\coding\voki\data\SerieVertes4.pdf
naturel/naturelle;natürlich;- la nature;733;29;C:\coding\voki\data\SerieVertes4.pdf
confortable;;F =--------- -- > [E] = comfortable bequem;754;29;C:\coding\voki\data\SerieVertes4.pdf
faire faire qc à qn;jdn. etw. tun lassen/jdn. veranlassen etw. zu tun;M. Dixier ne lave jamais sa voiture luimême. Il la ~4 à son fils.;779;29;C:\coding\voki\data\SerieVertes4.pdf
souple;weich/geschmeidig;* dur/dure;846;29;C:\coding\voki\data\SerieVertes4.pdf
libérer qn;jdn. befreien;libre;869;29;C:\coding\voki\data\SerieVertes4.pdf
rembourser qc à qn;jdm. etw. zurückerstatten;N'oublie pas de lui ~ l'argent qu'il t'a prêté.;892;29;C:\coding\voki\data\SerieVertes4.pdf
un drame;ein Drama;F =--- ++ [D] = Drama;936;29;C:\coding\voki\data\SerieVertes4.pdf
un/une artiste;ein Künstler/eine Künstlerin;- l'art;959;29;C:\coding\voki\data\SerieVertes4.pdf
une maison de couture;ein Modesalon/-haus;- vend des vêtements chic.;1006;29;C:\coding\voki\data\SerieVertes4.pdf
un parfum;ein Parfüm;Elle sent bon: elle a mis son ~ préféré.;1029;29;C:\coding\voki\data\SerieVertes4.pdf
un triomphe;ein Triumph;F =--- 0 --- @ + + [D] = Triumph;1051;29;C:\coding\voki\data\SerieVertes4.pdf
un empire;ein Reich/Imperium;Quand une entreprise est très grande, on parle d' ~,;1074;29;C:\coding\voki\data\SerieVertes4.pdf
industriel/industrielle;industriell/Industrie-;Coco Chanel a créé un empire -.;1119;29;C:\coding\voki\data\SerieVertes4.pdf
arrêter qn;hier: jdn. festnehmen/ verhaften;La police a ~ le voleur.;1198;29;C:\coding\voki\data\SerieVertes4.pdf
s'exiler;ins Exil gehen;On ~ par ex. pour des raisons politiques.;124;30;C:\coding\voki\data\SerieVertes4.pdf
Christian Dior;frz. Modeschöpfer, 1905-1957;;147;30;C:\coding\voki\data\SerieVertes4.pdf
un échec;ein Fehlschlag/Misserfolg;+ un succès;194;30;C:\coding\voki\data\SerieVertes4.pdf
saluer qc/qn;etw./jdn. begrüßen;- Salut!;241;30;C:\coding\voki\data\SerieVertes4.pdf
nommer qe;hier: etw. benennen;- le nom;262;30;C:\coding\voki\data\SerieVertes4.pdf
la prise de notes;das Anfertigen von Notizen;- noter qe;284;30;C:\coding\voki\data\SerieVertes4.pdf
Emmaus;Hilfsorganisation, die sich vor allem um Obdachlose kümmert;;425;30;C:\coding\voki\data\SerieVertes4.pdf
"international/internationale; (pl. - aux/-ales)";international;Un match France-Allemagne est un match ~.;514;30;C:\coding\voki\data\SerieVertes4.pdf
une communauté;eine Gemeinschaft/ Wohngemeinschaft;Les étudiants vivent souvent en ~.;559;30;C:\coding\voki\data\SerieVertes4.pdf
à peu près;ungefähr;Paris a ~ 2 millions d'habitants.;605;30;C:\coding\voki\data\SerieVertes4.pdf
un sans-abri/des sans-abri;ein Obdachloser/Obdachlose;- un abri;627;30;C:\coding\voki\data\SerieVertes4.pdf
la récupération;die Sammlung (zur Wiederverwertung);On peut gagner de l'argent avec ~ des vieux vêtements.;674;30;C:\coding\voki\data\SerieVertes4.pdf
ainsi;so/auf diese Weise;Je lis le journal. ~, je m'informe.;717;30;C:\coding\voki\data\SerieVertes4.pdf
gaspiller qc;etw. verschwenden;+ économiser;742;30;C:\coding\voki\data\SerieVertes4.pdf
une ressource;ein Mittel/eine Versorgungsquelle;Gaspiller les ~ de la terre, c'est ne pas penser à l'avenir de l'homme.;765;30;C:\coding\voki\data\SerieVertes4.pdf
l'Abbé Pierre;frz. Geistlicher, geb. 1912, Begründer der Emmaus-Bewegung;;809;30;C:\coding\voki\data\SerieVertes4.pdf
Henri Grouès;bürgerlicher Name des Abbé Pierre;;878;30;C:\coding\voki\data\SerieVertes4.pdf
religieux/religieuse;religiös, kirchlich;+ la religion;922;30;C:\coding\voki\data\SerieVertes4.pdf
lorsque;als/wenn;quand;945;30;C:\coding\voki\data\SerieVertes4.pdf
un héritage;ein Erbe;Son père lui a laissé une fortune en ~1,;967;30;C:\coding\voki\data\SerieVertes4.pdf
une organisation;eine Organisation;Greenpeace est ~ internationale.;990;30;C:\coding\voki\data\SerieVertes4.pdf
humanitaire;humanitär;Emmaus est une organisation ~.;1012;30;C:\coding\voki\data\SerieVertes4.pdf
actif/active;akti;- une action;1035;30;C:\coding\voki\data\SerieVertes4.pdf
un résistant/une résistante;ein Widerstandskämpfer/eine Widerstandskämpferin;- résister à qc;1059;30;C:\coding\voki\data\SerieVertes4.pdf
un laboratoire;ein Labor(atorium);Cette découverte a été faite dans ~ français.;1127;30;C:\coding\voki\data\SerieVertes4.pdf
un Juif/une Juive;ein Jude/eine Jüdin;;1175;30;C:\coding\voki\data\SerieVertes4.pdf
lancer;hier: verbreiten/in Umlauf setzen;;1194;30;C:\coding\voki\data\SerieVertes4.pdf
un milliard;eine Milliarde;[F] = un ~ +- [D] = eine Milliarde;121;31;C:\coding\voki\data\SerieVertes4.pdf
réaliser qe;etw. verwirklichen;Il travaille dur pour ~~ son rêve.;144;31;C:\coding\voki\data\SerieVertes4.pdf
un logement;eine Wohnung/Unterkunft;Notre ~ est petit. Il n'y a que deux pièces.;168;31;C:\coding\voki\data\SerieVertes4.pdf
une énergie;eine Energie;Elle est active, pleine d' ~.;211;31;C:\coding\voki\data\SerieVertes4.pdf
un malheureux/une malheureuse;ein Unglücklicher/eine Unglückliche;- heureux/heureuse;234;31;C:\coding\voki\data\SerieVertes4.pdf
occuper qe;etw. besetzen;Cette place est libre? - Non, elle est ~.;281;31;C:\coding\voki\data\SerieVertes4.pdf
loger qn;jdn. unterbringen;On peut te ~ chez nous, on a de la place.;303;31;C:\coding\voki\data\SerieVertes4.pdf
un SDF (= sans domicile fixe);ein Wohnsitz-/Obdachloser;~ n'a pas de logement.;326;31;C:\coding\voki\data\SerieVertes4.pdf
un/une biographe;ein Biograph/eine Biographin;~ raconte la vie de quelqu'un de connu.;464;31;C:\coding\voki\data\SerieVertes4.pdf
au-dessous de qe;unter/unterhalb von etw.;* au-dessus de qc;509;31;C:\coding\voki\data\SerieVertes4.pdf
un survivant/une survivante;ein Überlebender/eine Überlebende;C'est une terrible catastrophe. Il n'y a presque pas de ~,;532;31;C:\coding\voki\data\SerieVertes4.pdf
geler;(ge)frieren;Au-dessous de zéro degré, l'eau ~1.;577;31;C:\coding\voki\data\SerieVertes4.pdf
Georges Verpract;frz. Journalist;;647;31;C:\coding\voki\data\SerieVertes4.pdf
un message;eine Botschaft/Durchsage;A la radio, il y a eu ~ important.;691;31;C:\coding\voki\data\SerieVertes4.pdf
le boulevard Sébastopol;breiter Boulevard in Paris;;737;31;C:\coding\voki\data\SerieVertes4.pdf
souffrir;leiden;Elle a mal? - Oui, elle ~2 énormément.;781;31;C:\coding\voki\data\SerieVertes4.pdf
ayons;lasst uns haben/haben wir (Imperativ von „avoir“);~ du courage! Nous réussirons.;802;31;C:\coding\voki\data\SerieVertes4.pdf
une volonté;ein Wille;Pour réussir, il faut avoir beaucoup de ~.;872;31;C:\coding\voki\data\SerieVertes4.pdf
chacun/chacune;jeder/jede/jedes (Indefinitpronomen);Chaque invité doit apporter sa contribution. Je dis bien: ~.;894;31;C:\coding\voki\data\SerieVertes4.pdf
Radio Luxembourg;Radio Luxemburg (privater Rundfunksender);;942;31;C:\coding\voki\data\SerieVertes4.pdf
soyez;seien Sie/seid (Imperativ von „être“);~ gentils avec votre nouveau camarade.;1007;31;C:\coding\voki\data\SerieVertes4.pdf
un feu rouge;eine rote Ampel;Arrête, tu ne vois pas le ~?;1055;31;C:\coding\voki\data\SerieVertes4.pdf
brûler les feux rouges;bei Rot über die Ampeln fahren;Ça peut coûter cher de ~.;1077;31;C:\coding\voki\data\SerieVertes4.pdf
garer qc;etw. parken;«Stationnement interdit»: alors, où est-ce que je peux ~ ma voiture?;1125;31;C:\coding\voki\data\SerieVertes4.pdf
la nourriture;die Nahrung;- nourrir qn;1167;31;C:\coding\voki\data\SerieVertes4.pdf
un cri;ein Schrei;- crier;1189;31;C:\coding\voki\data\SerieVertes4.pdf
bas/basse;hier: leise;L'enfant dort. Parle plus ~.;1212;31;C:\coding\voki\data\SerieVertes4.pdf
la popularité;der Bekanntheitsgrad/;~ de cette vedette est énorme.;124;32;C:\coding\voki\data\SerieVertes4.pdf
dynamique;dynamisch;Elle est jeune et ~, Elle réussira.;174;32;C:\coding\voki\data\SerieVertes4.pdf
une intention;eine Absicht/Intention;Qu'est-ce que tu veux faire? Quelles sont tes ~?;194;32;C:\coding\voki\data\SerieVertes4.pdf
influencer qn;jdn. beeinflussen;C'est toi qui décides. Je ne veux pas t' ~.;241;32;C:\coding\voki\data\SerieVertes4.pdf
mettre qc;ein Taschentuch;;352;32;C:\coding\voki\data\SerieVertes4.pdf
faire sa toilette;sich schnäuzen/sich die Nase putzen;;377;32;C:\coding\voki\data\SerieVertes4.pdf
une glace;sich abtrocknen;;422;32;C:\coding\voki\data\SerieVertes4.pdf
le dentifrice;sich rasieren;;444;32;C:\coding\voki\data\SerieVertes4.pdf
un rasoir;sich frisieren/kämmen;;467;32;C:\coding\voki\data\SerieVertes4.pdf
un shampooing;sich die Zähne putzen;;492;32;C:\coding\voki\data\SerieVertes4.pdf
la francophonie  les pays francophones;die Frankophonie/französischsprechende Welt;;307;33;C:\coding\voki\data\SerieVertes4.pdf
lointain;fern;- loin;442;33;C:\coding\voki\data\SerieVertes4.pdf
une légende;hier: eine Bildunterschrift/Legende;Quelle belle photo! C'est où? - Mais regarde donc la ~,;467;33;C:\coding\voki\data\SerieVertes4.pdf
une rivière;ein Fluss;~ est plus petite qu'un fleuve.;512;33;C:\coding\voki\data\SerieVertes4.pdf
par mégarde;aus Versehen;sans le vouloir;535;33;C:\coding\voki\data\SerieVertes4.pdf
l'espace (m.);der Raum/Platz;F = e -** * * [E] = space;557;33;C:\coding\voki\data\SerieVertes4.pdf
'égarer;sich verirren;se perdre;579;33;C:\coding\voki\data\SerieVertes4.pdf
un érable;ein Ahorn;;602;33;C:\coding\voki\data\SerieVertes4.pdf
vierge;unberührt/jungfräulich;;625;33;C:\coding\voki\data\SerieVertes4.pdf
le Grand Nord;der hohe Norden;Il fait presque toujours froid dans -.;647;33;C:\coding\voki\data\SerieVertes4.pdf
un choix;eine (Aus)Wahl;- choisir;670;33;C:\coding\voki\data\SerieVertes4.pdf
un ensemble;eine Gesamtheit/ Gruppe;La francophonie, c'est ~ de pays.;806;33;C:\coding\voki\data\SerieVertes4.pdf
une colonie;eine Kolonie;Beaucoup de pays francophones ont été des ~,;854;33;C:\coding\voki\data\SerieVertes4.pdf
la langue maternelle;die Muttersprache;~ est la première langue qu'un enfant parle.;920;33;C:\coding\voki\data\SerieVertes4.pdf
le Québec;(die Provinz) Quebec;;967;33;C:\coding\voki\data\SerieVertes4.pdf
le Canada;Kanada;Le Québec est une province du ~.;987;33;C:\coding\voki\data\SerieVertes4.pdf
la langue officielle;die Amtssprache;En Suisse, il y a quatre -.;1012;33;C:\coding\voki\data\SerieVertes4.pdf
également;auch;aussi;1034;33;C:\coding\voki\data\SerieVertes4.pdf
une vingtaine;etwa zwanzig;un peu plus ou un peu moins de vingt;1057;33;C:\coding\voki\data\SerieVertes4.pdf
l'Afrique noire;Schwarzafrika;la partie de l'Afrique où vivent des Noirs;1080;33;C:\coding\voki\data\SerieVertes4.pdf
Haïti;Haiti (Insel östlich von Kuba);~ est une île à l'est de Cuba.;1100;33;C:\coding\voki\data\SerieVertes4.pdf
un département d'outre-mer (DOM);ein Überseedepartement;;1149;33;C:\coding\voki\data\SerieVertes4.pdf
un territoire d'outre-mer (TOM);ein Überseegebiet (unter frz. Hoheit);;1194;33;C:\coding\voki\data\SerieVertes4.pdf
les DOM-TOM;die überseeischen Departements und Gebiete;~ sont d'anciennes colonies françaises.;124;34;C:\coding\voki\data\SerieVertes4.pdf
la langue d'enseignement;die Unterrichtssprache;;192;34;C:\coding\voki\data\SerieVertes4.pdf
le Liban;Libanon;;213;34;C:\coding\voki\data\SerieVertes4.pdf
le Maghreb;der Maghreb (arabische Bezeichnung: „der Westen“ für einen Teil Nordafrikas: Algerien, Marokko, Tunesien);;237;34;C:\coding\voki\data\SerieVertes4.pdf
l'Algérie (f.);Algerien;;374;34;C:\coding\voki\data\SerieVertes4.pdf
le Maroc;Marokko;;397;34;C:\coding\voki\data\SerieVertes4.pdf
la Tunisie;Tunesien;L'Algérie, le Maroc et ~ forment le Maghreb.;419;34;C:\coding\voki\data\SerieVertes4.pdf
une minorite;eine Minderheit;;464;34;C:\coding\voki\data\SerieVertes4.pdf
la Louisiane;Louisiana;En ~, il y a une minorité francophone.;486;34;C:\coding\voki\data\SerieVertes4.pdf
les Etats-Unis (m ., pl.);die Vereinigten Staaten (von Amerika);La Louisiane se trouve aux ~.;511;34;C:\coding\voki\data\SerieVertes4.pdf
un continent;ein Kontinent/Erdteil;L'Afrique et l'Europe sont des -.;556;34;C:\coding\voki\data\SerieVertes4.pdf
la sécheresse;die Trockenheit/Dürre;- dessécher;670;34;C:\coding\voki\data\SerieVertes4.pdf
le Sénégal;Senegal;~ est un pays en Afrique noire.;692;34;C:\coding\voki\data\SerieVertes4.pdf
Cheikh C. Sow;senegalesischer Schriftsteller, geb. 1946;;717;34;C:\coding\voki\data\SerieVertes4.pdf
Saint-Louis;Hafenstadt im Senegal;;759;34;C:\coding\voki\data\SerieVertes4.pdf
un concours;ein Wettbewerb;Anne a gagné à ~ de danse.;782;34;C:\coding\voki\data\SerieVertes4.pdf
N'Gone;weibl. Vorname;;804;34;C:\coding\voki\data\SerieVertes4.pdf
ne ... aucun/aucune;kein(-er, - e, - es);Tu sais où est Luc? - Non, je ~ en ai ~ idée.;829;34;C:\coding\voki\data\SerieVertes4.pdf
la peine;die Mühe/Schwierigkeit;Il s'est donné de ~ pour bien nous recevoir;872;34;C:\coding\voki\data\SerieVertes4.pdf
étonné/étonnée;überrascht, erstaunt;Je suis ~ que tu connaisses tant de mots.;964;34;C:\coding\voki\data\SerieVertes4.pdf
par là;in der Gegend (dort);Je vais au marché. - Est-ce qu'il y a une boulangerie ~? - Oui, à côté du café.;987;34;C:\coding\voki\data\SerieVertes4.pdf
une marmite;ein Kochtopf/Kessel;Dans ~, on cuit les légumes ou le poisson.;1124;34;C:\coding\voki\data\SerieVertes4.pdf
Diop;Familienname;;1149;34;C:\coding\voki\data\SerieVertes4.pdf
une odeur;ein Geruch/Duft;Oh, ça sent bon! Quelle bonne ~ de gateau!;1169;34;C:\coding\voki\data\SerieVertes4.pdf
prudemment;vorsichtig (Adv.);- prudent/prudente;1214;34;C:\coding\voki\data\SerieVertes4.pdf
Mariama;weibl. Vorname;;1239;34;C:\coding\voki\data\SerieVertes4.pdf
Codou;weibl. Vorname;;1259;34;C:\coding\voki\data\SerieVertes4.pdf
rond/ronde;und;La terre est -.;118;35;C:\coding\voki\data\SerieVertes4.pdf
le bois;das Holz;La plupart des meubles sont en ~.;140;35;C:\coding\voki\data\SerieVertes4.pdf
fumant/fumante;dampfend, qualmend;Le café est bien chaud. Il est encore -.;161;35;C:\coding\voki\data\SerieVertes4.pdf
sec/sèche;trocken;-+ la sécheresse;185;35;C:\coding\voki\data\SerieVertes4.pdf
le poisson sec;der Dörr-/Trockenfisch;;208;35;C:\coding\voki\data\SerieVertes4.pdf
rare;selten;Cela arrive quelquefois, mais c'est ~.;231;35;C:\coding\voki\data\SerieVertes4.pdf
silencieux/silencieuse;schweigend, schweigsam, still;- le silence;312;35;C:\coding\voki\data\SerieVertes4.pdf
chacun/chacune;jeder/jede/jedes (Indefinitpronomen);~ des garçons et ~ des filles apportera quelque chose à manger.;357;35;C:\coding\voki\data\SerieVertes4.pdf
causer qc;etw. verursachen;L'alcool au volant ~ beaucoup d'accidents.;404;35;C:\coding\voki\data\SerieVertes4.pdf
le malheur;das Unglück;# le bonheur;449;35;C:\coding\voki\data\SerieVertes4.pdf
être à sec;trocken/ausgetrocknet sein;Il a si peu plu que les lacs ~ presque ~.;470;35;C:\coding\voki\data\SerieVertes4.pdf
la marmite toute pleine;der ganz volle Kessel;;518;35;C:\coding\voki\data\SerieVertes4.pdf
il n'était pas question de faire qe;es kam nicht in Frage etw. zu tun;Hier, avec la pluie, ~ se promener.;542;35;C:\coding\voki\data\SerieVertes4.pdf
quelques-uns/quelquesunes;einige (Indefinitpronomen);Tu as mangé tous les bonbons? - Non, je t'en ai laissé -.;587;35;C:\coding\voki\data\SerieVertes4.pdf
une education;eine Erziehung;Les parents s'occupent de l'~ des enfants.;632;35;C:\coding\voki\data\SerieVertes4.pdf
un secret;ein Geheimnis;- secret/secrète;655;35;C:\coding\voki\data\SerieVertes4.pdf
se faire disputer par qn;von jdm. ausgeschimpft werden;Arrête de bavarder. Tu vas ~ le prof.;680;35;C:\coding\voki\data\SerieVertes4.pdf
se taire;schweigen;Silence, les enfants! ~ 1!;722;35;C:\coding\voki\data\SerieVertes4.pdf
ainsi;so/auf diese Weise;J'écoute la radio. ~, je m'informe.;743;35;C:\coding\voki\data\SerieVertes4.pdf
le/la nôtre;der/die/das Unsrige;Luc et Marie, est-ce que c'est votre voiture? - Oui, c'est ~,;768;35;C:\coding\voki\data\SerieVertes4.pdf
